Table with row headers in column A and column headers in rows 4 through 5,,,,,,,,,,,,,,,
"Table A-2.
Households by Total Money Income, Race, and Hispanic Origin of Householder: 1967 to 2023",,,,,,,,,,,,,,,
"(Income in 2023 dollars, adjusted using the C-CPI-U (2000-2023) and R-CPI-U-RS (pre-2000). Households as of March of the following year. Information on confidentiality protection, sampling error, nonsampling error, and definitions is available at <https://www2.census.gov/programs-surveys/cps/techdocs/cpsmar24.pdf>)",,,,,,,,,,,,,,,
2008,"13,430",100,11.0,11.1,11.0,15.7,17.7,12.1,12.5,4.7,4.2,"51,840","1,093","70,520","1,201"
2007,"13,340",100,10.3,9.9,10.4,16.1,18.2,13.0,13.4,4.8,3.9,"54,830","1,213","72,050","1,248"
2006,"12,970",100,10.3,9.9,11.1,14.0,20.7,11.5,13.2,5.1,4.3,"54,930","1,208","73,530","1,387"
2005,"12,520",100,10.6,9.9,11.2,15.4,19.4,12.3,12.6,4.5,4.0,"53,810",879,"70,520","1,167"
2004 9,"12,180",100,10.5,10.9,10.8,16.0,18.6,12.5,12.2,4.8,3.8,"52,760","1,215","70,620","1,421"
2003,"11,690",100,10.1,10.9,11.4,15.7,19.0,12.0,12.5,4.5,3.8,"52,070","1,191","70,170","1,277"
2002,"11,340",100,10.2,10.1,10.9,15.9,18.7,13.0,12.6,4.7,3.8,"53,320","1,277","72,300","1,590"
2001,"10,500",100,9.7,10.4,11.1,14.6,19.6,12.4,13.5,4.9,3.8,"54,740","1,143","72,380","1,505"
2000 10,"10,030",100,9.3,9.9,11.4,14.1,20.3,12.9,14.0,4.4,3.7,"55,310","1,311","73,340","1,736"
1999 11,"9,579",100,9.8,10.8,11.8,14.8,19.6,12.2,13.1,4.5,3.4,"53,040","1,269","69,680","2,035"
1998,"9,060",100,12.5,12.1,10.0,15.7,18.8,12.0,11.6,4.1,3.2,"49,890","1,582","67,410","2,358"
1997,"8,590",100,13.7,12.3,10.8,15.8,18.8,11.7,10.6,3.5,2.9,"47,530","1,395","64,050","2,126"
1996,"8,225",100,13.7,12.7,12.6,15.6,18.0,10.9,10.6,3.1,2.6,"45,410","1,449","62,000","2,360"
1995 12,"7,939",100,15.3,13.5,12.4,15.6,17.8,10.4,9.8,3.1,2.0,"42,780","1,533","58,390","2,155"
1994 13,"7,735",100,14.9,14.0,11.5,15.3,18.0,10.7,10.1,3.2,2.4,"44,860","1,371","60,500","2,483"
1993 14,"7,362",100,13.6,14.0,11.7,16.3,19.0,9.9,10.5,3.0,2.0,"44,800","1,481","59,290","2,051"
1992 15,"7,153",100,13.9,13.5,11.9,14.9,19.1,11.4,10.3,3.1,1.8,"45,330","1,541","57,810","1,495"
1991,"6,379",100,13.3,13.4,11.7,14.7,19.1,12.0,10.3,3.1,2.3,"46,670","1,597","59,380","1,563"
1990,"6,220",100,13.2,13.0,11.4,14.7,20.2,12.3,10.0,3.3,2.1,"47,600","1,606","59,620","1,616"
1989,"5,933",100,13.2,11.5,10.9,15.6,18.5,12.2,12.4,3.2,2.5,"49,000","1,563","62,570","1,769"
1988,"5,910",100,14.2,12.0,11.1,15.5,18.7,12.4,10.7,3.1,2.4,"47,500","1,981","60,650","2,115"
1987 16,"5,642",100,14.6,12.5,11.9,14.7,18.2,12.1,10.8,3.0,2.2,"46,790","1,672","59,970","1,827"
1986,"5,418",100,14.1,12.5,12.1,14.7,18.9,12.0,10.9,3.3,1.5,"45,910","1,967","57,970","1,568"
1985 17,"5,213",100,14.1,14.2,12.3,14.4,19.6,11.3,10.0,2.8,1.1,"44,410","1,706","55,490","1,485"
1984 18,"4,883",100,15.2,13.3,11.7,14.5,19.7,11.8,10.1,2.5,1.3,"44,670","1,842","55,550","1,782"
1983,"4,326",100,14.7,14.8,11.3,17.0,18.7,11.4,8.7,2.4,0.9,"43,570","1,816","53,050","1,676"
1982,"4,085",100,14.6,15.0,12.0,15.6,19.4,10.9,9.7,1.5,1.3,"43,320","1,883","53,460","1,784"
1981,"3,980",100,12.2,13.5,12.3,15.7,20.9,12.1,10.1,2.2,1.0,"46,310","2,086","55,610","1,748"
1980,"3,906",100,13.5,12.7,13.0,16.2,19.4,12.1,9.8,2.2,1.0,"45,260","2,018","55,290","1,811"
1979 19,"3,684",100,11.6,12.1,11.1,17.3,21.5,12.4,10.2,2.5,1.3,"48,020","2,277","58,100","1,920"
1978,"3,291",100,11.4,12.7,11.9,17.5,20.4,13.6,9.5,2.1,1.0,"47,580","1,896","56,200","1,870"
1977,"3,304",100,11.4,13.6,12.8,17.4,21.6,12.4,8.2,1.9,0.8,"45,850","1,325","54,110","1,374"
1976 20,"3,081",100,13.5,13.7,12.8,17.0,20.6,12.4,7.8,1.8,0.6,"43,870","1,539","51,850","1,388"
1975 21,"2,948",100,13.4,13.6,13.9,17.5,21.0,11.8,6.8,1.3,0.7,"42,960","1,562","51,000","1,491"
"1974 21, 22","2,897",100,10.4,13.5,13.6,16.1,23.2,12.8,8.0,1.7,0.8,"46,760","1,684","54,160","1,451"
1973,"2,722",100,10.2,12.4,12.5,18.5,22.6,13.5,8.1,1.7,0.5,"46,960","1,755","54,560","1,461"
1972 23,"2,655",100,10.3,13.1,13.4,18.5,23.9,11.3,7.2,1.4,0.8,"46,970","1,510","53,990","1,510"
N Not available.,,,,,,,,,,,,,,,
"1 Since 2003, federal surveys have allowed respondents to report more than one race. Therefore, two basic ways of defining a race group are possible. A group, such as Asian, may be defined as those who reported Asian and no other race (the race-alone or single-race concept) or as those who reported Asian regardless of whether they also reported another race (the race-alone-or-in-combination concept). This table shows data using both approaches. Since Hispanic individuals may be any race, data for the Hispanic population overlap with data for race groups. Of those who reported only one race in the 2024 CPS ASEC, Hispanic origin was reported by 17.1 percent of White householders, 5.8 percent of Black householders, 2.4 percent of Asian householders, and 32.3 percent of American Indian and Alaska Native householders. Data users should exercise caution when interpreting aggregate results for the Hispanic population or for race groups because these populations consist of many distinct groups that differ in socioeconomic characteristics, culture, and nativity. Data on Hispanic origin was first collected in 1972. Data on Asian and Pacific Islander origin and American Indian and Alaska Native origin was first collected in 1987. Estimates for Native Hawaiians and Other Pacific Islanders are not shown separately due to sample size.",,,,,,,,,,,,,,,
"2 A margin of error (MOE) is a measure of an estimate's variability. The larger the MOE in relation to the size of the estimate, the less reliable the estimate. This number, when added to and subtracted from the estimate, forms the 90 percent confidence interval. MOEs shown in this table are based on standard errors calculated using replicate weights beginning with 2010. Before 2010, standard errors were calculated using the generalized variance function.",,,,,,,,,,,,,,,
3 Implementation of 2020 Census-based population controls.,,,,,,,,,,,,,,,
4 Estimates reflect the implementation of an updated processing system and should be used to make comparisons to 2018 and subsequent years.,,,,,,,,,,,,,,,
"5 The 2014 CPS ASEC included redesigned questions for income and health insurance coverage. All of the approximately 98,000 addresses were eligible to receive the redesigned set of health insurance coverage questions. The redesigned income questions were implemented to a subsample of these 98,000 addresses using a probability split panel design. Approximately 68,000 addresses were eligible to receive a set of income questions similar to those used in the 2013 CPS ASEC and the remaining 30,000 addresses were eligible to receive the redesigned income questions. The source of these 2013 estimates is the portion of the CPS ASEC sample that received the redesigned income questions, approximately 30,000 addresses.",,,,,,,,,,,,,,,
"6 The source of these 2013 estimates is the portion of the CPS ASEC sample that received the income questions consistent with the 2013 CPS ASEC, approximately 68,000 addresses.",,,,,,,,,,,,,,,
"7 Implementation of 2010 Census-based population controls. Beginning with 2010, standard errors in this table were calculated using replicate weights. Before 2010, standard errors were calculated using the generalized variance function.",,,,,,,,,,,,,,,
"8 Beginning with 2009 income data, the Census Bureau expanded the upper income intervals used to calculate medians to $250,000 or more. Medians falling in the upper open-ended interval are plugged with ""$250,000."" Before 2009, the upper open-ended interval was $100,000 and a plug of ""$100,000"" was used.",,,,,,,,,,,,,,,
9 Data have been revised to reflect a correction to the weights in the 2005 CPS ASEC.,,,,,,,,,,,,,,,
"10 Implementation of a 28,000-household sample expansion.",,,,,,,,,,,,,,,
11 Implementation of 2000 Census-based population controls.,,,,,,,,,,,,,,,
"12 Full implementation of 1990 Census-based sample design and metropolitan definitions, 7,000-household sample reduction, and revised editing of responses on race.",,,,,,,,,,,,,,,
13 Introduction of 1990 Census-based sample design.,,,,,,,,,,,,,,,
"14 Data collection method changed from paper and pencil to computer-assisted interviewing. In addition, the 1994 CPS ASEC was revised to allow for the coding of different income amounts on selected questionnaire items. Limits either increased or decreased in the following categories: earnings limits increased to $999,999; Social Security limits increased to $49,999; Supplemental Security Income and public assistance limits increased to $24,999; veterans' benefits limits increased to $99,999; child support and alimony limits decreased to $49,999.",,,,,,,,,,,,,,,
15 Implementation of 1990 Census-based population controls.,,,,,,,,,,,,,,,
16 Implementation of a new CPS ASEC processing system.,,,,,,,,,,,,,,,
"17 Recording of amounts for earnings from longest job increased to $299,999. Full implementation of 1980 Census-based sample design.",,,,,,,,,,,,,,,
18 Implementation of Hispanic population weighting controls and introduction of 1980 Census-based sample design.,,,,,,,,,,,,,,,
19 Implementation of 1980 Census-based population controls. Questionnaire expanded to show 27 possible values from 51 possible sources of income.,,,,,,,,,,,,,,,
"20 First year medians were derived using both Pareto and linear interpolation. Before this year, all medians were derived using linear interpolation.",,,,,,,,,,,,,,,
"21 Some of these estimates were derived using Pareto interpolation and may differ from published data, which were derived using linear interpolation.",,,,,,,,,,,,,,,
22 Implementation of a new CPS ASEC processing system. Questionnaire expanded to ask 11 income questions.,,,,,,,,,,,,,,,
23 Full implementation of 1970 Census-based sample design.,,,,,,,,,,,,,,,
24 Introduction of 1970 Census-based sample design and population controls.,,,,,,,,,,,,,,,
25 Implementation of a new CPS ASEC processing system.,,,,,,,,,,,,,,,
"Note: Median income estimates are calculated using linear interpolation and $2,500 intervals. Inflation-adjusted estimates may differ slightly from other published data due to rounding.",,,,,,,,,,,,,,,
"Source: U.S. Census Bureau, Current Population Survey, 1968 to 2024 Annual Social and Economic Supplements (CPS ASEC).",,,,,,,,,,,,,,,
